nationality,year,month,arrivals,annual_nationality_total,ad_year,month_num,date,monthly_share_pct
USA,2023,Sep,7364.0,100355.0,2023.0,9.0,2023-09-01,11.81681055232838
Spain,2023,Sep,1218.0,12393.0,2023.0,9.0,2023-09-01,1.9544914791873937
Netherlands,2023,Oct,2081.0,10718.0,2023.0,10.0,2023-10-01,2.1056998593501777
Bangladesh,2023,Oct,4292.0,36483.0,2023.0,10.0,2023-10-01,4.342942718083115
Australia,2023,Oct,6075.0,38798.0,2023.0,10.0,2023-10-01,6.147105548078966
Malaysia,2023,Oct,2019.0,18807.0,2023.0,10.0,2023-10-01,2.0429639673368616
South Korea,2023,Oct,2449.0,23743.0,2023.0,10.0,2023-10-01,2.4780677345259896
Italy,2023,Oct,2467.0,12948.0,2023.0,10.0,2023-10-01,2.4962813805943718
Thailand,2023,Oct,1289.0,25678.0,2023.0,10.0,2023-10-01,1.3042994323413641
UK,2023,Oct,8218.0,52865.0,2023.0,10.0,2023-10-01,8.31554129944246
Myanmar,2023,Oct,752.0,12929.0,2023.0,10.0,2023-10-01,0.7609256579679642
Spain,2023,Oct,2353.0,12393.0,2023.0,10.0,2023-10-01,2.380928288827952
USA,2023,Oct,14878.0,100355.0,2023.0,10.0,2023-10-01,15.054590344743845
France,2023,Oct,5270.0,23168.0,2023.0,10.0,2023-10-01,5.332550821131877
Sri Lanka,2023,Oct,2507.0,21851.0,2023.0,10.0,2023-10-01,2.536756149635221
Others,2023,Oct,27090.0,185199.0,2023.0,10.0,2023-10-01,27.411537332915092
China,2023,Oct,6880.0,60878.0,2023.0,10.0,2023-10-01,6.961660275026056
Canada,2023,Oct,2442.0,14690.0,2023.0,10.0,2023-10-01,2.470984649943841
Japan,2023,Oct,1850.0,16463.0,2023.0,10.0,2023-10-01,1.8719580681392738
Germany,2023,Oct,5915.0,26980.0,2023.0,10.0,2023-10-01,5.9852064719155695
Japan,2023,Nov,2072.0,16463.0,2023.0,11.0,2023-11-01,2.4611875942841532
Myanmar,2023,Nov,2505.0,12929.0,2023.0,11.0,2023-11-01,2.975518785560716
Australia,2023,Nov,5060.0,38798.0,2023.0,11.0,2023-11-01,6.0104291636475935
Italy,2023,Nov,1686.0,12948.0,2023.0,11.0,2023-11-01,2.0026844999821822
Others,2023,Nov,20433.0,185199.0,2023.0,11.0,2023-11-01,24.27096820174136
South Korea,2023,Nov,2885.0,23743.0,2023.0,11.0,2023-11-01,3.426894888759547
Bangladesh,2023,Nov,3761.0,36483.0,2023.0,11.0,2023-11-01,4.467435589817905
Spain,2023,Nov,1404.0,12393.0,2023.0,11.0,2023-11-01,1.6677159181346288
Malaysia,2023,Nov,2388.0,18807.0,2023.0,11.0,2023-11-01,2.8365424590494968
Thailand,2023,Nov,3962.0,25678.0,2023.0,11.0,2023-11-01,4.706189791773077
Netherlands,2023,Nov,1299.0,10718.0,2023.0,11.0,2023-11-01,1.5429935738296885
France,2023,Nov,3205.0,23168.0,2023.0,11.0,2023-11-01,3.807001080926984
USA,2023,Nov,11461.0,100355.0,2023.0,11.0,2023-11-01,13.613740838846851
Sri Lanka,2023,Nov,3227.0,21851.0,2023.0,11.0,2023-11-01,3.8331333816384956
China,2023,Nov,7621.0,60878.0,2023.0,11.0,2023-11-01,9.052466532837611
Canada,2023,Nov,1570.0,14690.0,2023.0,11.0,2023-11-01,1.8648960053214865
Germany,2023,Nov,3512.0,26980.0,2023.0,11.0,2023-11-01,4.1716654590376185
UK,2023,Nov,6136.0,52865.0,2023.0,11.0,2023-11-01,7.2885362348106
Thailand,2023,Dec,4533.0,25678.0,2023.0,12.0,2023-12-01,7.0958955574340195
USA,2023,Dec,7028.0,100355.0,2023.0,12.0,2023-12-01,11.001534078457155
UK,2023,Dec,4267.0,52865.0,2023.0,12.0,2023-12-01,6.6795028333489865
Others,2023,Dec,16217.0,185199.0,2023.0,12.0,2023-12-01,25.385867693559998
Japan,2023,Dec,2339.0,16463.0,2023.0,12.0,2023-12-01,3.6614382768228917
Germany,2023,Dec,1024.0,26980.0,2023.0,12.0,2023-12-01,1.6029554491092952
Myanmar,2023,Dec,2532.0,12929.0,2023.0,12.0,2023-12-01,3.9635578097116557
Sri Lanka,2023,Dec,846.0,21851.0,2023.0,12.0,2023-12-01,1.3243167089320935
China,2023,Dec,7371.0,60878.0,2023.0,12.0,2023-12-01,11.538461538461538
Spain,2023,Dec,684.0,12393.0,2023.0,12.0,2023-12-01,1.0707241476472247
Australia,2023,Dec,3834.0,38798.0,2023.0,12.0,2023-12-01,6.001690617075233
Netherlands,2023,Dec,591.0,10718.0,2023.0,12.0,2023-12-01,0.9251432328355406
Malaysia,2023,Dec,1991.0,18807.0,2023.0,12.0,2023-12-01,3.116683885914655
France,2023,Dec,942.0,23168.0,2023.0,12.0,2023-12-01,1.47459378228609
Italy,2023,Dec,1213.0,12948.0,2023.0,12.0,2023-12-01,1.8988134372749759
Bangladesh,2023,Dec,5206.0,36483.0,2023.0,12.0,2023-12-01,8.149400457092765
Canada,2023,Dec,902.0,14690.0,2023.0,12.0,2023-12-01,1.4119783350552582
South Korea,2023,Dec,2362.0,23743.0,2023.0,12.0,2023-12-01,3.6974421589806203
Sri Lanka,2024,Jan,493.0,30227.0,2024.0,1.0,2024-01-01,1.1736418606865686
Malaysia,2024,Jan,939.0,20953.0,2024.0,1.0,2024-01-01,2.2353949435794886
Canada,2024,Jan,929.0,16073.0,2024.0,1.0,2024-01-01,2.21158882064467
Bangladesh,2024,Jan,3629.0,48849.0,2024.0,1.0,2024-01-01,8.639242013045756
UK,2024,Jan,3276.0,54765.0,2024.0,1.0,2024-01-01,7.798885873446651
USA,2024,Jan,7048.0,111217.0,2024.0,1.0,2024-01-01,16.778555444460316
Thailand,2024,Jan,4618.0,30746.0,2024.0,1.0,2024-01-01,10.993667571299339
South Korea,2024,Jan,3812.0,27068.0,2024.0,1.0,2024-01-01,9.074894062752941
Japan,2024,Jan,1568.0,22854.0,2024.0,1.0,2024-01-01,3.7328000761795934
Spain,2024,Jan,521.0,13968.0,2024.0,1.0,2024-01-01,1.2402990049040612
China,2024,Jan,7269.0,101874.0,2024.0,1.0,2024-01-01,17.304670761319812
Australia,2024,Jan,3421.0,43978.0,2024.0,1.0,2024-01-01,8.144074656001523
Netherlands,2024,Jan,492.0,11391.0,2024.0,1.0,2024-01-01,1.1712612483930867
Germany,2024,Jan,1282.0,29799.0,2024.0,1.0,2024-01-01,3.0519449602437745
Italy,2024,Jan,517.0,14472.0,2024.0,1.0,2024-01-01,1.2307765557301338
France,2024,Jan,970.0,25118.0,2024.0,1.0,2024-01-01,2.309193924677427
Myanmar,2024,Jan,1222.0,12910.0,2024.0,1.0,2024-01-01,2.909108222634862
Thailand,2024,Feb,4799.0,30746.0,2024.0,2.0,2024-02-01,8.61966771441401
Myanmar,2024,Feb,2919.0,12910.0,2024.0,2.0,2024-02-01,5.242927705433319
Germany,2024,Feb,2494.0,29799.0,2024.0,2.0,2024-02-01,4.479568926807364
Malaysia,2024,Feb,1815.0,20953.0,2024.0,2.0,2024-02-01,3.259991019308487
USA,2024,Feb,9088.0,111217.0,2024.0,2.0,2024-02-01,16.323304894476877
France,2024,Feb,1697.0,25118.0,2024.0,2.0,2024-02-01,3.0480466995958686
South Korea,2024,Feb,2351.0,27068.0,2024.0,2.0,2024-02-01,4.222721149528514
Spain,2024,Feb,787.0,13968.0,2024.0,2.0,2024-02-01,1.4135608441850023
Sri Lanka,2024,Feb,3683.0,30227.0,2024.0,2.0,2024-02-01,6.6151773686573865
Italy,2024,Feb,805.0,14472.0,2024.0,2.0,2024-02-01,1.4458913336326897
Canada,2024,Feb,1358.0,16073.0,2024.0,2.0,2024-02-01,2.439155814997755
UK,2024,Feb,4571.0,54765.0,2024.0,2.0,2024-02-01,8.210148181409968
Netherlands,2024,Feb,1026.0,11391.0,2024.0,2.0,2024-02-01,1.842837898518186
Bangladesh,2024,Feb,4099.0,48849.0,2024.0,2.0,2024-02-01,7.362370902559497
China,2024,Feb,9180.0,101874.0,2024.0,2.0,2024-02-01,16.48854961832061
Japan,2024,Feb,2027.0,22854.0,2024.0,2.0,2024-02-01,3.6407723394701392
Australia,2024,Feb,2976.0,43978.0,2024.0,2.0,2024-02-01,5.345307588684329
Italy,2024,Mar,1581.0,14472.0,2024.0,3.0,2024-03-01,2.148302148302148
France,2024,Mar,3240.0,25118.0,2024.0,3.0,2024-03-01,4.402592637886755
Canada,2024,Mar,1851.0,16073.0,2024.0,3.0,2024-03-01,2.5151848681260445
Netherlands,2024,Mar,1563.0,11391.0,2024.0,3.0,2024-03-01,2.123843300313889
South Korea,2024,Mar,2888.0,27068.0,2024.0,3.0,2024-03-01,3.924286277227454
China,2024,Mar,12093.0,101874.0,2024.0,3.0,2024-03-01,16.432269373445845
Sri Lanka,2024,Mar,5741.0,30227.0,2024.0,3.0,2024-03-01,7.801013683366624
Thailand,2024,Mar,4568.0,30746.0,2024.0,3.0,2024-03-01,6.2071120894650305
Myanmar,2024,Mar,3131.0,12910.0,2024.0,3.0,2024-03-01,4.2544807250689605
USA,2024,Mar,10763.0,111217.0,2024.0,3.0,2024-03-01,14.625032272091095
Malaysia,2024,Mar,2198.0,20953.0,2024.0,3.0,2024-03-01,2.986697104344163
Australia,2024,Mar,4345.0,43978.0,2024.0,3.0,2024-03-01,5.904094139388257
Bangladesh,2024,Mar,2946.0,48849.0,2024.0,3.0,2024-03-01,4.00309812074518
UK,2024,Mar,7241.0,54765.0,2024.0,3.0,2024-03-01,9.839251015721603
Germany,2024,Mar,5254.0,29799.0,2024.0,3.0,2024-03-01,7.139265962795374
Spain,2024,Mar,1542.0,13968.0,2024.0,3.0,2024-03-01,2.095307977660919
Japan,2024,Mar,2648.0,22854.0,2024.0,3.0,2024-03-01,3.598168304050657
UK,2024,Apr,5390.0,54765.0,2024.0,4.0,2024-04-01,9.524314390726603
Bangladesh,2024,Apr,4003.0,48849.0,2024.0,4.0,2024-04-01,7.073437941758552
Germany,2024,Apr,3271.0,29799.0,2024.0,4.0,2024-04-01,5.7799689001979075
Japan,2024,Apr,2073.0,22854.0,2024.0,4.0,2024-04-01,3.6630619168787106
Malaysia,2024,Apr,2310.0,20953.0,2024.0,4.0,2024-04-01,4.0818490245971155
Myanmar,2024,Apr,1184.0,12910.0,2024.0,4.0,2024-04-01,2.092168504382245
Canada,2024,Apr,1637.0,16073.0,2024.0,4.0,2024-04-01,2.8926350014136273
Italy,2024,Apr,1993.0,14472.0,2024.0,4.0,2024-04-01,3.5216991800961264
France,2024,Apr,3753.0,25118.0,2024.0,4.0,2024-04-01,6.6316793893129775
Netherlands,2024,Apr,1300.0,11391.0,2024.0,4.0,2024-04-01,2.297144472716992
Australia,2024,Apr,4110.0,43978.0,2024.0,4.0,2024-04-01,7.262510602205259
South Korea,2024,Apr,1980.0,27068.0,2024.0,4.0,2024-04-01,3.498727735368957
Sri Lanka,2024,Apr,908.0,30227.0,2024.0,4.0,2024-04-01,1.6044670624823298
China,2024,Apr,9748.0,101874.0,2024.0,4.0,2024-04-01,17.225049476957874
Thailand,2024,Apr,1884.0,30746.0,2024.0,4.0,2024-04-01,3.329092451229856
Spain,2024,Apr,1100.0,13968.0,2024.0,4.0,2024-04-01,1.9437376307605316
USA,2024,Apr,9948.0,111217.0,2024.0,4.0,2024-04-01,17.578456318914334
Japan,2024,May,1233.0,22854.0,2024.0,5.0,2024-05-01,3.355193338594247
Myanmar,2024,May,153.0,12910.0,2024.0,5.0,2024-05-01,0.41633785953359276
China,2024,May,8379.0,101874.0,2024.0,5.0,2024-05-01,22.80062042504558
UK,2024,May,2802.0,54765.0,2024.0,5.0,2024-05-01,7.624697270674032
Germany,2024,May,1391.0,29799.0,2024.0,5.0,2024-05-01,3.7851370105308986
Sri Lanka,2024,May,511.0,30227.0,2024.0,5.0,2024-05-01,1.3905140275925876
Bangladesh,2024,May,3458.0,48849.0,2024.0,5.0,2024-05-01,9.409779857955318
Netherlands,2024,May,665.0,11391.0,2024.0,5.0,2024-05-01,1.809573049606792
Spain,2024,May,675.0,13968.0,2024.0,5.0,2024-05-01,1.8367846744129093
Canada,2024,May,1014.0,16073.0,2024.0,5.0,2024-05-01,2.7592587553402814
Thailand,2024,May,627.0,30746.0,2024.0,5.0,2024-05-01,1.7061688753435469
USA,2024,May,8528.0,111217.0,2024.0,5.0,2024-05-01,23.206073634656725
Australia,2024,May,2194.0,43978.0,2024.0,5.0,2024-05-01,5.9702304824621075
France,2024,May,1282.0,25118.0,2024.0,5.0,2024-05-01,3.4885303001442214
Italy,2024,May,649.0,14472.0,2024.0,5.0,2024-05-01,1.7660344499170046
Malaysia,2024,May,1814.0,20953.0,2024.0,5.0,2024-05-01,4.936188739829656
South Korea,2024,May,1374.0,27068.0,2024.0,5.0,2024-05-01,3.7388772483604997
Bangladesh,2024,Jun,3857.0,48849.0,2024.0,6.0,2024-06-01,13.037893384714195
Italy,2024,Jun,267.0,14472.0,2024.0,6.0,2024-06-01,0.902545380793023
Canada,2024,Jun,666.0,16073.0,2024.0,6.0,2024-06-01,2.251292972315181
Netherlands,2024,Jun,246.0,11391.0,2024.0,6.0,2024-06-01,0.8315586654497515
France,2024,Jun,550.0,25118.0,2024.0,6.0,2024-06-01,1.8591758780380625
Sri Lanka,2024,Jun,284.0,30227.0,2024.0,6.0,2024-06-01,0.9600108170232904
South Korea,2024,Jun,875.0,27068.0,2024.0,6.0,2024-06-01,2.9577798059696447
Malaysia,2024,Jun,1014.0,20953.0,2024.0,6.0,2024-06-01,3.427644255146537
Myanmar,2024,Jun,125.0,12910.0,2024.0,6.0,2024-06-01,0.4225399722813778
Germany,2024,Jun,546.0,29799.0,2024.0,6.0,2024-06-01,1.8456545989250581
UK,2024,Jun,1971.0,54765.0,2024.0,6.0,2024-06-01,6.662610282932765
China,2024,Jun,7493.0,101874.0,2024.0,6.0,2024-06-01,25.328736098434913
Spain,2024,Jun,501.0,13968.0,2024.0,6.0,2024-06-01,1.6935402089037623
Australia,2024,Jun,1589.0,43978.0,2024.0,6.0,2024-06-01,5.371328127640875
USA,2024,Jun,8280.0,111217.0,2024.0,6.0,2024-06-01,27.989047763918467
Japan,2024,Jun,953.0,22854.0,2024.0,6.0,2024-06-01,3.2214447486732247
Thailand,2024,Jun,366.0,30746.0,2024.0,6.0,2024-06-01,1.2371970388398743
Bangladesh,2024,Jul,3470.0,48849.0,2024.0,7.0,2024-07-01,10.277522731984718
Germany,2024,Jul,726.0,29799.0,2024.0,7.0,2024-07-01,2.1502828540117878
France,2024,Jul,853.0,25118.0,2024.0,7.0,2024-07-01,2.526434262358203
China,2024,Jul,6819.0,101874.0,2024.0,7.0,2024-07-01,20.196664988300803
Canada,2024,Jul,1004.0,16073.0,2024.0,7.0,2024-07-01,2.973669401415751
USA,2024,Jul,7864.0,111217.0,2024.0,7.0,2024-07-01,23.291769096348073
Malaysia,2024,Jul,1125.0,20953.0,2024.0,7.0,2024-07-01,3.3320498770843825
Japan,2024,Jul,1114.0,22854.0,2024.0,7.0,2024-07-01,3.29946983384178
Italy,2024,Jul,450.0,14472.0,2024.0,7.0,2024-07-01,1.3328199508337528
South Korea,2024,Jul,1537.0,27068.0,2024.0,7.0,2024-07-01,4.552320587625507
Australia,2024,Jul,1901.0,43978.0,2024.0,7.0,2024-07-01,5.630423836744365
UK,2024,Jul,3806.0,54765.0,2024.0,7.0,2024-07-01,11.272694961940585
Thailand,2024,Jul,740.0,30746.0,2024.0,7.0,2024-07-01,2.1917483635932826
Spain,2024,Jul,875.0,13968.0,2024.0,7.0,2024-07-01,2.5915943488434086
Myanmar,2024,Jul,110.0,12910.0,2024.0,7.0,2024-07-01,0.3258004324260285
Sri Lanka,2024,Jul,694.0,30227.0,2024.0,7.0,2024-07-01,2.0555045463969432
Netherlands,2024,Jul,675.0,11391.0,2024.0,7.0,2024-07-01,1.9992299262506292
Sri Lanka,2024,Aug,4851.0,30227.0,2024.0,8.0,2024-08-01,13.457430576747026
Myanmar,2024,Aug,152.0,12910.0,2024.0,8.0,2024-08-01,0.42167170638333284
USA,2024,Aug,5614.0,111217.0,2024.0,8.0,2024-08-01,15.574111576552834
Thailand,2024,Aug,436.0,30746.0,2024.0,8.0,2024-08-01,1.2095319998890337
South Korea,2024,Aug,1602.0,27068.0,2024.0,8.0,2024-08-01,4.444197852803285
Netherlands,2024,Aug,500.0,11391.0,2024.0,8.0,2024-08-01,1.3870779815241212
China,2024,Aug,6614.0,101874.0,2024.0,8.0,2024-08-01,18.348267539601075
Canada,2024,Aug,753.0,16073.0,2024.0,8.0,2024-08-01,2.0889394401753267
Australia,2024,Aug,1763.0,43978.0,2024.0,8.0,2024-08-01,4.890836962854052
Spain,2024,Aug,1580.0,13968.0,2024.0,8.0,2024-08-01,4.383166421616223
Italy,2024,Aug,1615.0,14472.0,2024.0,8.0,2024-08-01,4.480261880322912
Japan,2024,Aug,1881.0,22854.0,2024.0,8.0,2024-08-01,5.218187366493744
France,2024,Aug,711.0,25118.0,2024.0,8.0,2024-08-01,1.9724248897273005
Germany,2024,Aug,849.0,29799.0,2024.0,8.0,2024-08-01,2.3552584126279577
UK,2024,Aug,2764.0,54765.0,2024.0,8.0,2024-08-01,7.6677670818653425
Malaysia,2024,Aug,1285.0,20953.0,2024.0,8.0,2024-08-01,3.5647904125169916
Bangladesh,2024,Aug,3077.0,48849.0,2024.0,8.0,2024-08-01,8.536077898299443
Japan,2024,Sep,1887.0,22854.0,2024.0,9.0,2024-09-01,3.5390097524381097
Germany,2024,Sep,2704.0,29799.0,2024.0,9.0,2024-09-01,5.071267816954238
UK,2024,Sep,4493.0,54765.0,2024.0,9.0,2024-09-01,8.426481620405102
USA,2024,Sep,10084.0,111217.0,2024.0,9.0,2024-09-01,18.912228057014254
Sri Lanka,2024,Sep,4915.0,30227.0,2024.0,9.0,2024-09-01,9.217929482370593
Thailand,2024,Sep,780.0,30746.0,2024.0,9.0,2024-09-01,1.4628657164291075
South Korea,2024,Sep,2351.0,27068.0,2024.0,9.0,2024-09-01,4.409227306826707
Spain,2024,Sep,1380.0,13968.0,2024.0,9.0,2024-09-01,2.5881470367591897
Malaysia,2024,Sep,2280.0,20953.0,2024.0,9.0,2024-09-01,4.276069017254313
China,2024,Sep,8042.0,101874.0,2024.0,9.0,2024-09-01,15.08252063015754
Bangladesh,2024,Sep,4103.0,48849.0,2024.0,9.0,2024-09-01,7.695048762190547
Canada,2024,Sep,1465.0,16073.0,2024.0,9.0,2024-09-01,2.7475618904726185
Italy,2024,Sep,971.0,14472.0,2024.0,9.0,2024-09-01,1.8210802700675168
Netherlands,2024,Sep,870.0,11391.0,2024.0,9.0,2024-09-01,1.6316579144786199
Australia,2024,Sep,5036.0,43978.0,2024.0,9.0,2024-09-01,9.444861215303826
Myanmar,2024,Sep,160.0,12910.0,2024.0,9.0,2024-09-01,0.30007501875468867
France,2024,Sep,1799.0,25118.0,2024.0,9.0,2024-09-01,3.373968492123031
Italy,2024,Oct,2635.0,14472.0,2024.0,10.0,2024-10-01,3.40954673084637
UK,2024,Oct,8017.0,54765.0,2024.0,10.0,2024-10-01,10.373562102920435
Sri Lanka,2024,Oct,3125.0,30227.0,2024.0,10.0,2024-10-01,4.04358008876467
Netherlands,2024,Oct,2166.0,11391.0,2024.0,10.0,2024-10-01,2.802686231124568
Canada,2024,Oct,2464.0,16073.0,2024.0,10.0,2024-10-01,3.1882820283891675
Germany,2024,Oct,6017.0,29799.0,2024.0,10.0,2024-10-01,7.785670846111047
Australia,2024,Oct,6929.0,43978.0,2024.0,10.0,2024-10-01,8.965749259216128
USA,2024,Oct,16024.0,111217.0,2024.0,10.0,2024-10-01,20.734184749556825
Japan,2024,Oct,2196.0,22854.0,2024.0,10.0,2024-10-01,2.841504599976709
Thailand,2024,Oct,2203.0,30746.0,2024.0,10.0,2024-10-01,2.8505622193755418
South Korea,2024,Oct,2442.0,27068.0,2024.0,10.0,2024-10-01,3.1598152245642637
Malaysia,2024,Oct,2278.0,20953.0,2024.0,10.0,2024-10-01,2.947608141505894
Bangladesh,2024,Oct,4477.0,48849.0,2024.0,10.0,2024-10-01,5.792994578367817
France,2024,Oct,5485.0,25118.0,2024.0,10.0,2024-10-01,7.097291771799749
Myanmar,2024,Oct,698.0,12910.0,2024.0,10.0,2024-10-01,0.9031740486264768
Spain,2024,Oct,2380.0,13968.0,2024.0,10.0,2024-10-01,3.0795905956031726
China,2024,Oct,7747.0,101874.0,2024.0,10.0,2024-10-01,10.024196783251167
Australia,2024,Nov,4829.0,43978.0,2024.0,11.0,2024-11-01,6.843723870126557
Bangladesh,2024,Nov,5148.0,48849.0,2024.0,11.0,2024-11-01,7.295814968608721
Netherlands,2024,Nov,1397.0,11391.0,2024.0,11.0,2024-11-01,1.9798472243874095
UK,2024,Nov,6610.0,54765.0,2024.0,11.0,2024-11-01,9.367781068862403
Canada,2024,Nov,1984.0,16073.0,2024.0,11.0,2024-11-01,2.8117515341335864
Japan,2024,Nov,2699.0,22854.0,2024.0,11.0,2024-11-01,3.825059168662576
South Korea,2024,Nov,3288.0,27068.0,2024.0,11.0,2024-11-01,4.659797905358484
Italy,2024,Nov,1968.0,14472.0,2024.0,11.0,2024-11-01,2.789076118535735
Malaysia,2024,Nov,2126.0,20953.0,2024.0,11.0,2024-11-01,3.0129958475645187
Germany,2024,Nov,3926.0,29799.0,2024.0,11.0,2024-11-01,5.563980102322813
Thailand,2024,Nov,4462.0,30746.0,2024.0,11.0,2024-11-01,6.323606524850839
France,2024,Nov,3840.0,25118.0,2024.0,11.0,2024-11-01,5.442099743484361
China,2024,Nov,9459.0,101874.0,2024.0,11.0,2024-11-01,13.405422258754838
Sri Lanka,2024,Nov,4396.0,30227.0,2024.0,11.0,2024-11-01,6.230070435509701
USA,2024,Nov,10980.0,111217.0,2024.0,11.0,2024-11-01,15.561003954025596
Spain,2024,Nov,1902.0,13968.0,2024.0,11.0,2024-11-01,2.6955400291945977
Myanmar,2024,Nov,1547.0,12910.0,2024.0,11.0,2024-11-01,2.1924292456172676
Spain,2024,Dec,725.0,13968.0,2024.0,12.0,2024-12-01,1.419064396163633
Thailand,2024,Dec,5263.0,30746.0,2024.0,12.0,2024-12-01,10.301428851047172
South Korea,2024,Dec,2568.0,27068.0,2024.0,12.0,2024-12-01,5.026423957721668
Sri Lanka,2024,Dec,626.0,30227.0,2024.0,12.0,2024-12-01,1.2252887062047368
Myanmar,2024,Dec,1509.0,12910.0,2024.0,12.0,2024-12-01,2.953611274221961
Canada,2024,Dec,948.0,16073.0,2024.0,12.0,2024-12-01,1.8555490311215501
Australia,2024,Dec,4885.0,43978.0,2024.0,12.0,2024-12-01,9.561558034840479
Netherlands,2024,Dec,491.0,11391.0,2024.0,12.0,2024-12-01,0.9610491289880603
UK,2024,Dec,3824.0,54765.0,2024.0,12.0,2024-12-01,7.48483069093756
Italy,2024,Dec,1021.0,14472.0,2024.0,12.0,2024-12-01,1.9984341358387159
Germany,2024,Dec,1339.0,29799.0,2024.0,12.0,2024-12-01,2.6208651399491094
France,2024,Dec,938.0,25118.0,2024.0,12.0,2024-12-01,1.8359757291055
China,2024,Dec,9031.0,101874.0,2024.0,12.0,2024-12-01,17.676649050694852
Bangladesh,2024,Dec,6582.0,48849.0,2024.0,12.0,2024-12-01,12.88314738696418
USA,2024,Dec,6996.0,111217.0,2024.0,12.0,2024-12-01,13.693482090428654
Malaysia,2024,Dec,1769.0,20953.0,2024.0,12.0,2024-12-01,3.462517126639264
Japan,2024,Dec,2575.0,22854.0,2024.0,12.0,2024-12-01,5.040125269132903
